COD_VAR;LIB_VAR;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);20.0;20 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);20.5;20.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);21.0;21 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);21.5;21.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);22.0;22 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);22.5;22.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);23.0;23 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);23.5;23.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);24.0;24 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);24.5;24.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);25.0;25 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);25.5;25.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);26.0;26 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);26.5;26.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);27.0;27 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);27.5;27.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);28.0;28 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);28.5;28.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);29.0;29 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);29.5;29.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);30.0;30 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);30.5;30.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);31.0;31 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);31.5;31.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);32.0;32 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);32.5;32.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);33.0;33 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);33.5;33.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);34.0;34 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);34.5;34.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);35.0;35 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);35.5;35.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);36.0;36 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);36.5;36.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);37.0;37 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);37.5;37.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);38.0;38 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);38.5;38.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);39.0;39 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);39.5;39.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);40.0;40 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);40.5;40.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);41.0;41 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);41.5;41.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);42.0;42 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);42.5;42.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);43.0;43 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);43.5;43.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);44.0;44 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);44.5;44.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);45.0;45 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);45.5;45.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);46.0;46 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);46.5;46.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);47.0;47 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);47.5;47.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);48.0;48 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);48.5;48.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);49.0;49 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);49.5;49.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);50.0;50 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);50.5;50.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);51.0;51 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);51.5;51.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);52.0;52 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);52.5;52.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);53.0;53 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);53.5;53.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);54.0;54 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);54.5;54.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);55.0;55 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);55.5;55.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);56.0;56 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);56.5;56.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);57.0;57 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);57.5;57.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);58.0;58 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);58.5;58.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);59.0;59 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);59.5;59.5 heures;NUM;4.1
HHABTOT;Nombre d'heures habituellement travaillées par semaine (ensemble des emplois);60.0;60 heures ou plus;NUM;4.1
IDENT;Numéro identifiant anonymisé de logement;....;Identifiant sur 8 positions;CHAR;8
ISCO2;Code ISCO (emploi principal, niveau 2);00;Professions militaires;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);01;Officiers des forces armées;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);02;Sous-officiers des forces armées;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);03;Autres membres des forces armées;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);10;Directeurs, cadres de direction et gérants;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);11;Directeurs généraux, cadres supérieurs et membres de l'Exécutif et des corps législatifs;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);12;Directeurs de services administratifs et commerciaux;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);13;Directeurs et cadres de direction, production et services spécialisés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);14;Directeurs et gérants de l'hôtellerie, la restauration, le commerce et autres services;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);20;Professions intellectuelles et scientifiques;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);21;Spécialistes des sciences techniques;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);22;Spécialistes de la santé;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);23;Spécialistes de l'enseignement;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);24;Spécialistes en administratioon d'entreprises;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);25;Spécialistes des technologies de l'information et des communications;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);26;Spécialistes de la justice, des sciences sociales et de la culture;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);30;Professions intermédiaires;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);31;Professions intermédiaires des sciences et techniques;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);32;Professions intermédiaires de la santé;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);33;Professions intermédiaires, finance et administration;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);34;Professions intermédiaires des services juridiques, des services sociaux et assimilés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);35;Techniciens de l'information et des communications;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);40;Employés de type administratif;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);41;Employés de bureau;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);42;Employés de réception, guichetiers et assimilés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);43;Employés des services comptables et d'approvisionnement;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);44;Autres employés de type administratif;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);50;Personnel des services directs aux particuliers, commerçants et vendeurs;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);51;Personnel des services directs aux particuliers;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);52;Commerçants et vendeurs;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);53;Personnel soignant;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);54;Personnel des services de protection et de sécurité;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);60;Agriculteurs et ouvriers qualifiés de l'agriculture, de la sylviculture et de la pêche;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);61;Agriculteurs et ouvriers qualifiés de l'agriculture commerciale;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);62;Professions commerciales qualifiées de la sylviculture, de la pêche et de la chasse;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);63;Agriculteurs, pêcheurs, chasseurs et cueilleurs de subsistance;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);70;Métiers qualifiés de l'industrie et de l'artisanat;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);71;Métiers qualifiés du bâtiment et assimilés, sauf électriciens;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);72;Métiers qualifiés de la métallurgie, de la construction mécanique et assimilés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);73;Métiers qualifiés de l'artisanat et de l'imprimerie;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);74;Métiers de l'électricité et de l'électrotechinque;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);75;Métiers de l'alimentation, du travail sur bois, de l'habillement et autres métiers qualifiés de l'in;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);80;Conducteurs d'installations et de machines, et ouvriers de l'assemblage;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);81;Conducterus de machines et d'installations fixes;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);82;Ouvriers de l'assemblage;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);83;Conducteurs de véhicules et d'engins lourds de levage et de manoeuvre;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);90;Professions élémentaires;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);91;Aides de ménage;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);92;Manoeuvres de l'agriculture, de la pêche et de la sylviculture;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);93;Manoeuvres des mines, du bâtiment et des travaux publics, des industries manufacturières et des tran;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);94;Assistant de fabrication de l'alimentation;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);95;Vendeurs ambulants et autres travailleurs des petits métiers des rues et assimilés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);96;Eboueurs et autres travailleurs non qualifiés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);99;Non codés;CHAR;4
ISCO2;Code ISCO (emploi principal, niveau 2);;Hors champ;CHAR;4
METRODOM;Région du logement de résidence en 2 modalités (Métropole vs DOM);1;France métropolitaine;CHAR;1
METRODOM;Région du logement de résidence en 2 modalités (Métropole vs DOM);2;Départements d'outre-mer (hors Mayotte);CHAR;1
MRANE;A contacté Pôle Emploi, une mission locale pour trouver un emploi ou a répondu à une de leurs offres d'emploi;1;Oui;CHAR;1
MRANE;A contacté Pôle Emploi, une mission locale pour trouver un emploi ou a répondu à une de leurs offres d'emploi;2;Non;CHAR;1
MRANE;A contacté Pôle Emploi, une mission locale pour trouver un emploi ou a répondu à une de leurs offres d'emploi;9;Non réponse;CHAR;1
MRANE;A contacté Pôle Emploi, une mission locale pour trouver un emploi ou a répondu à une de leurs offres d'emploi;;Hors champ;CHAR;1
MRBNE;A contacté une agence d’intérim ou un opérateur privé de placement ou répondu à une de leurs offres d’emploi;1;Oui;CHAR;1
MRBNE;A contacté une agence d’intérim ou un opérateur privé de placement ou répondu à une de leurs offres d’emploi;2;Non;CHAR;1
MRBNE;A contacté une agence d’intérim ou un opérateur privé de placement ou répondu à une de leurs offres d’emploi;9;Non réponse;CHAR;1
MRBNE;A contacté une agence d’intérim ou un opérateur privé de placement ou répondu à une de leurs offres d’emploi;;Hors champ;CHAR;1
MRCNE;Fait appel à votre entourage (famille, amis, collègues, syndicats…) pour aider dans les recherches d’emploi;1;Oui;CHAR;1
MRCNE;Fait appel à votre entourage (famille, amis, collègues, syndicats…) pour aider dans les recherches d’emploi;2;Non;CHAR;1
MRCNE;Fait appel à votre entourage (famille, amis, collègues, syndicats…) pour aider dans les recherches d’emploi;9;Non réponse;CHAR;1
MRCNE;Fait appel à votre entourage (famille, amis, collègues, syndicats…) pour aider dans les recherches d’emploi;;Hors champ;CHAR;1
MRDNE;A déposé ou actualisé son CV sur Internet;1;Oui;CHAR;1
MRDNE;A déposé ou actualisé son CV sur Internet;2;Non;CHAR;1
MRDNE;A déposé ou actualisé son CV sur Internet;9;Non réponse;CHAR;1
MRDNE;A déposé ou actualisé son CV sur Internet;;Hors champ;CHAR;1
MRENE;A passé une annonce pour trouver un emploi ou répondu à une offre d'emploi;1;Oui;CHAR;1
MRENE;A passé une annonce pour trouver un emploi ou répondu à une offre d'emploi;2;Non;CHAR;1
MRENE;A passé une annonce pour trouver un emploi ou répondu à une offre d'emploi;9;Non réponse;CHAR;1
MRENE;A passé une annonce pour trouver un emploi ou répondu à une offre d'emploi;;Hors champ;CHAR;1
MRFNE;A étudié des offres d’emploi, y compris sur Internet;1;Oui;CHAR;1
MRFNE;A étudié des offres d’emploi, y compris sur Internet;2;Non;CHAR;1
MRFNE;A étudié des offres d’emploi, y compris sur Internet;9;Non réponse;CHAR;1
MRFNE;A étudié des offres d’emploi, y compris sur Internet;;Hors champ;CHAR;1
MRGNE;A passé un concours pour entrer dans le secteur public;1;Oui;CHAR;1
MRGNE;A passé un concours pour entrer dans le secteur public;2;Non;CHAR;1
MRGNE;A passé un concours pour entrer dans le secteur public;9;Non réponse;CHAR;1
MRGNE;A passé un concours pour entrer dans le secteur public;;Hors champ;CHAR;1
MRHNE;A passé un test ou un entretien d’embauche;1;Oui;CHAR;1
MRHNE;A passé un test ou un entretien d’embauche;2;Non;CHAR;1
MRHNE;A passé un test ou un entretien d’embauche;9;Non réponse;CHAR;1
MRHNE;A passé un test ou un entretien d’embauche;;Hors champ;CHAR;1
MRINE;A contacté un employeur par candidature spontanée ou lors d’un salon professionnel ou d’un forum de l’emploi ou en réponse à la sollicitation d’un chasseur de tête;1;Oui;CHAR;1
MRINE;A contacté un employeur par candidature spontanée ou lors d’un salon professionnel ou d’un forum de l’emploi ou en réponse à la sollicitation d’un chasseur de tête;2;Non;CHAR;1
MRINE;A contacté un employeur par candidature spontanée ou lors d’un salon professionnel ou d’un forum de l’emploi ou en réponse à la sollicitation d’un chasseur de tête;9;Non réponse;CHAR;1
MRINE;A contacté un employeur par candidature spontanée ou lors d’un salon professionnel ou d’un forum de l’emploi ou en réponse à la sollicitation d’un chasseur de tête;;Hors champ;CHAR;1
MRJNE;A réalisé des démarches pour vous installer à votre compte (par exemple, recherche de locaux, demande d’autorisation, démarches auprès des banques…);1;Oui;CHAR;1
MRJNE;A réalisé des démarches pour vous installer à votre compte (par exemple, recherche de locaux, demande d’autorisation, démarches auprès des banques…);2;Non;CHAR;1
MRJNE;A réalisé des démarches pour vous installer à votre compte (par exemple, recherche de locaux, demande d’autorisation, démarches auprès des banques…);9;Non réponse;CHAR;1
MRJNE;A réalisé des démarches pour vous installer à votre compte (par exemple, recherche de locaux, demande d’autorisation, démarches auprès des banques…);;Hors champ;CHAR;1
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;00;Non réponse;CHAR;2
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;ES;Agriculture;CHAR;2
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;ET;Industrie;CHAR;2
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;EU;Construction;CHAR;2
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;EV;Tertiaire;CHAR;2
NAFANTG004N;Activité économique du dernier employeur (NAF rév 2) en 4 postes;;Hors champ;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;01;Culture et production animale, chasse et services annexes;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;02;Sylviculture et exploitation forestière;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;03;Pêche et aquaculture;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;05;Extraction de houille et de lignite;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;06;Extraction d'hydrocarbures;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;07;Extraction de minerais métalliques;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;08;Autres industries extractives;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;09;Services de soutien aux industries extractives;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;10;Industries alimentaires;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;11;Fabrication de boissons;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;12;Fabrication de produits à base de tabac;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;13;Fabrication de textiles;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;14;Industrie de l'habillement;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;15;Industrie du cuir et de la chaussure;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;16;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabricati";CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;17;Industrie du papier et du carton;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;18;Imprimerie et reproduction d'enregistrements;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;19;Cokéfaction et raffinage;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;20;Industrie chimique;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;21;Industrie pharmaceutique;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;22;Fabrication de produits en caoutchouc et en plastique;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;23;Fabrication d'autres produits minéraux non métalliques;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;24;Métallurgie;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;25;Fabrication de produits métalliques, à l'exception des machines et des équipements;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;26;Fabrication de produits informatiques, électroniques et optiques;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;27;Fabrication d'équipements électriques;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;28;Fabrication de machines et équipements n.c.a.;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;29;Industrie automobile;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;30;Fabrication d'autres matériels de transport;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;31;Fabrication de meubles;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;32;Autres industries manufacturières;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;33;Réparation et installation de machines et d'équipements;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;35;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;36;Captage, traitement et distribution d'eau;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;37;Collecte et traitement des eaux usées;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;38;"Collecte, traitement et élimination des déchets ; récupération";CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;39;Dépollution et autres services de gestion des déchets;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;41;Construction de bâtiments;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;42;Génie civil;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;43;Travaux de construction spécialisés;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;45;Commerce et réparation d'automobiles et de motocycles;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;46;Commerce de gros, à l'exception des automobiles et des motocycles;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;47;Commerce de détail, à l'exception des automobiles et des motocycles;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;49;Transports terrestres et transport par conduites;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;50;Transports par eau;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;51;Transports aériens;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;52;Entreposage et services auxiliaires des transports;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;53;Activités de poste et de courrier;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;55;Hébergement;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;56;Restauration;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;58;Édition;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;59;"Production de films cinématographiques, de vidéo et de programmes de télévision ; enregistrement son";CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;60;Programmation et diffusion;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;61;Télécommunications;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;62;Programmation, conseil et autres activités informatiques;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;63;Services d'information;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;64;Activités des services financiers, hors assurance et caisses de retraite;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;65;Assurance;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;66;Activités auxiliaires de services financiers et d'assurance;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;68;Activités immobilières;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;69;Activités juridiques et comptables;CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;70;"Activités des sièges sociaux ; conseil de gestion";CHAR;2
NAFANTG088N;Activité économique du dernier employeur (NAF rév 2) en 88 postes;71;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";CHAR;2
